"id","scrapedAtUtc","source","name","category","rating","reviewCount","priceLevel","status","address","city","region","postalCode","country","phone","website","latitude","longitude","placeUrl","photoCount","photoUrls","localPhotos","error"
"11","2026-04-27T04:14:47.196Z","google_maps_ui","Osaka Teppanyaki","Teppanyaki restaurant","4.5","0","","Closes soon · 9:30 p.m. · Opens 5 p.m. Mon","1788 W Broadway #103, Vancouver, BC V6J 1Y1","","","","","(604) 733-8258","http://www.osakavancouver.com/","0","0","https://www.google.com/maps/place/Osaka+Teppanyaki/data=!4m7!3m6!1s0x548673b82ca9eef9:0x8cf0c662ce16019!8m2!3d49.2634652!4d-123.1452407!16s%2Fg%2F1thgb487!19sChIJ-e6pLLhzhlQRGWDhLGYMzwg","1","https://maps.gstatic.com/tactile/basepage/loader_beige_2x.gif","output/photos/00011-osaka-teppanyaki/001.jpg",""
"12","2026-04-27T04:14:58.360Z","google_maps_ui","Salmon n' Bannock","Canadian restaurant","4.7","0","","","1128 W Broadway #7, Vancouver, BC V6H 1G5","","","","","(604) 568-8971","http://salmonandbannock.net/","0","0","https://www.google.com/maps/place/Salmon+n%27+Bannock/data=!4m7!3m6!1s0x548673c6ab40a5bb:0xf067dd0c8d9185d3!8m2!3d49.263303!4d-123.1297697!16s%2Fg%2F1vg4jh69!19sChIJu6VAq8ZzhlQR04WRjQzdZ_A","3","https://gstatic.com/local/placeinfo/lgbtq_friendly_ic_24dp.png | https://gstatic.com/local/placeinfo/women_led_updated_ic_24dp.png | https://lh3.googleusercontent.com/gps-cs-s/APNQkAGAv1UQwSo0r4vkelnec081nt7_XpjdFn6tD45Vqxik0y9Nt8IT0DHilc_7jcZ1mV5B6CkhTrWKe-9xoGt7qa_EqbjyLm2NZCuWdMZTUDh5FgFxNQLhuBDhvnMyi9j09p0qiUD4dQ=w613-h298-k-no","output/photos/00012-salmon-n-bannock/001.png | output/photos/00012-salmon-n-bannock/002.png | output/photos/00012-salmon-n-bannock/003.jpg",""
"13","2026-04-27T04:15:07.452Z","google_maps_ui","Ash Street Bistro","Restaurant","4.7","0","","","611 W 41st Ave, Vancouver, BC V5Z 0C7","","","","","(778) 945-3431","http://www.ashstreetbistro.com/","0","0","https://www.google.com/maps/place/Ash+Street+Bistro/data=!4m7!3m6!1s0x5486759b8d3ef9b1:0xcbba85a6e5e89d6d!8m2!3d49.2338725!4d-123.1187631!16s%2Fg%2F11vbr7z7pl!19sChIJsfk-jZt1hlQRbZ3o5aaFuss","1","https://maps.gstatic.com/tactile/basepage/loader_beige_2x.gif","output/photos/00013-ash-street-bistro/001.jpg",""
"14","2026-04-27T04:15:17.575Z","google_maps_ui","Fable Kitchen","Restaurant","4.4","0","","","1944 W 4th Ave, Vancouver, BC V6J 1M5","","","","","(604) 732-1322","https://fablekitchen.ca/","0","0","https://www.google.com/maps/place/Fable+Kitchen/data=!4m7!3m6!1s0x548673b673997335:0x67efb96b0b3765cb!8m2!3d49.2679331!4d-123.1490012!16s%2Fg%2F119w7jtc4!19sChIJNXOZc7ZzhlQRy2U3C2u572c","1","https://gstatic.com/local/placeinfo/lgbtq_friendly_ic_24dp.png","output/photos/00014-fable-kitchen/001.png",""
"15","2026-04-27T04:15:26.991Z","google_maps_ui","Minerva’s Restaurant","Greek restaurant","4.4","0","","","2411 W 41st Ave, Vancouver, BC V6M 4B8","","","","","(604) 263-1774","http://www.minervas.ca/","0","0","https://www.google.com/maps/place/Minerva%E2%80%99s+Restaurant/data=!4m7!3m6!1s0x5486737ab6492159:0xf58053c250d3147e!8m2!3d49.2347718!4d-123.1616037!16s%2Fg%2F1td7swrh!19sChIJWSFJtnpzhlQRfhTTUMJTgPU","1","https://maps.gstatic.com/tactile/basepage/loader_beige_2x.gif","output/photos/00015-minerva-s-restaurant/001.jpg",""
"16","2026-04-27T04:15:38.199Z","google_maps_ui","Unchai Restaurant","Thai restaurant","4.6","0","","Closed · Opens 3:45 p.m. Mon","2351 Burrard St, Vancouver, BC V6J 3J2","","","","","(604) 559-6484","http://www.unchai.ca/","0","0","https://www.google.com/maps/place/Unchai+Restaurant/data=!4m7!3m6!1s0x5486731de0dfc71b:0x60958ea8aec5b742!8m2!3d49.2650163!4d-123.1459855!16s%2Fg%2F11h3dghjnm!19sChIJG8ff4B1zhlQRQrfFrqiOlWA","3","https://gstatic.com/local/placeinfo/lgbtq_friendly_ic_24dp.png | https://gstatic.com/local/placeinfo/women_led_updated_ic_24dp.png | https://lh3.googleusercontent.com/gps-cs-s/APNQkAHD0lnhsJxmniOQsnh9smCwlpLGjJ9EZeT57t7JwFnvehSVuWsPrPfH8gR497KVB19Vdm9qLpOZIwDbwIFhJoZzkWVYYcaACJ5c5A_qrhdYi6Ylwjy9jQ6pR_jXTJqL8iIdVm1xZdF-GatL=w645-h298-k-no","output/photos/00016-unchai-restaurant/001.png | output/photos/00016-unchai-restaurant/002.png | output/photos/00016-unchai-restaurant/003.jpg",""
"17","2026-04-27T04:15:48.176Z","google_maps_ui","Lavidas Restaurant","Restaurant","4.6","0","","","1961 W 4th Ave, Vancouver, BC V6J 1M7","","","","","(604) 732-0004","http://lavidasrestaurant.ca/","0","0","https://www.google.com/maps/place/Lavidas+Restaurant/data=!4m7!3m6!1s0x548673b674251bcd:0xe32d9214552852e1!8m2!3d49.2682662!4d-123.1494147!16s%2Fm%2F04_5ltf!19sChIJzRsldLZzhlQR4VIoVRSSLeM","1","https://gstatic.com/local/placeinfo/lgbtq_friendly_ic_24dp.png","output/photos/00017-lavidas-restaurant/001.png",""
"18","2026-04-27T04:15:57.913Z","google_maps_ui","The Naam","Vegetarian restaurant","4.3","0","","","2724 W 4th Ave, Vancouver, BC V6K 1R1","","","","","(604) 738-7151","http://www.thenaam.com/","0","0","https://www.google.com/maps/place/The+Naam/data=!4m7!3m6!1s0x5486739159840be9:0x57f3a29d94a7ac53!8m2!3d49.2681884!4d-123.1670365!16s%2Fm%2F04yjsbg!19sChIJ6QuEWZFzhlQRU6ynlJ2i81c","2","https://maps.gstatic.com/tactile/basepage/loader_beige_2x.gif | https://gstatic.com/local/placeinfo/lgbtq_friendly_ic_24dp.png","output/photos/00018-the-naam/001.jpg | output/photos/00018-the-naam/002.png",""
"19","2026-04-27T04:16:08.203Z","google_maps_ui","Johnny’s on Oak","Greek restaurant","4.5","0","","","3838 Oak St, Vancouver, BC V6H 2M5","","","","","(604) 732-3777","https://johnnysonoak.ca/","0","0","https://www.google.com/maps/place/Johnny%E2%80%99s+on+Oak/data=!4m7!3m6!1s0x548677adf2676f63:0x220bf6c3d4920bfc!8m2!3d49.25141!4d-123.127289!16s%2Fg%2F1v8y3qs5!19sChIJY29n8q13hlQR_AuS1MP2CyI","2","https://maps.gstatic.com/tactile/basepage/loader_beige_2x.gif | https://gstatic.com/local/placeinfo/lgbtq_friendly_ic_24dp.png","output/photos/00019-johnny-s-on-oak/001.jpg | output/photos/00019-johnny-s-on-oak/002.png",""
"20","2026-04-27T04:16:17.396Z","google_maps_ui","Riviera Cafe & Restaurant","Restaurant","4.7","0","","Closed · Opens 10 a.m. Tue","617 Stamps Landing, Vancouver, BC V5Z 3Z1","","","","","(604) 707-9454","","0","0","https://www.google.com/maps/place/Riviera+Cafe+%26+Restaurant/data=!4m7!3m6!1s0x54867313b4df9f57:0xeba8a797c0b6968c!8m2!3d49.2684969!4d-123.1187228!16s%2Fg%2F11wqvl5rvx!19sChIJV5_ftBNzhlQRjJa2wJenqOs","1","https://maps.gstatic.com/tactile/basepage/loader_beige_2x.gif","output/photos/00020-riviera-cafe-restaurant/001.jpg",""
"21","2026-04-27T04:16:25.616Z","google_maps_ui","Kim Son Vietnamese Food","Restaurant","4.7","0","","Closed · Opens 10:30 a.m. Mon","555 W 12th Ave #030, Vancouver, BC V5Z 3X7","","","","","(604) 879-8986","","0","0","https://www.google.com/maps/place/Kim+Son+Vietnamese+Food/data=!4m7!3m6!1s0x548673e7e2013ba3:0xaea4c95f3f579336!8m2!3d49.2607444!4d-123.1164572!16s%2Fg%2F11gb3_64nj!19sChIJozsB4udzhlQRNpNXP1_JpK4","0","","",""
"22","2026-04-27T04:16:34.843Z","google_maps_ui","The Stable House Bistro","Bistro","4.3","0","","","1520 W 13th Ave, Vancouver, BC V6J 2G4","","","","","(604) 736-1520","http://thestablehouse.ca/","0","0","https://www.google.com/maps/place/The+Stable+House+Bistro/data=!4m7!3m6!1s0x548673bf2e0fc42d:0xc22ac8ea692165a6!8m2!3d49.2597468!4d-123.1392628!16s%2Fg%2F1pyqm2412!19sChIJLcQPLr9zhlQRpmUhaerIKsI","1","https://maps.gstatic.com/tactile/basepage/loader_beige_2x.gif","output/photos/00022-the-stable-house-bistro/001.jpg",""
"23","2026-04-27T04:16:43.033Z","google_maps_ui","Shaughnessy Restaurant","Restaurant","4","0","","Closed · Opens 11:30 a.m. Mon","5251 Oak St, Vancouver, BC V6M 1A2","","","","","(604) 261-0011","http://www.shaughnessyrestaurant.com/","0","0","https://www.google.com/maps/place/Shaughnessy+Restaurant/data=!4m7!3m6!1s0x5486738631cc6453:0x2102c5d8c47b59e0!8m2!3d49.2386995!4d-123.1296129!16s%2Fm%2F04_6qd1!19sChIJU2TMMYZzhlQR4Fl7xNjFAiE","0","","",""
"24","2026-04-27T04:16:52.223Z","google_maps_ui","The Wolf and Hound","Irish pub","4.2","0","","Closes soon · 10 p.m. · Opens 3 p.m. Mon","3617 W Broadway, Vancouver, BC V6R 2B8","","","","","(604) 738-8909","http://www.wolfandhound.ca/","0","0","https://www.google.com/maps/place/The+Wolf+and+Hound/data=!4m7!3m6!1s0x548672ff95fbd70d:0x265b7f3edffaf728!8m2!3d49.2644878!4d-123.1842158!16s%2Fg%2F1w111wrt!19sChIJDdf7lf9yhlQRKPf63z5_WyY","1","https://maps.gstatic.com/tactile/basepage/loader_beige_2x.gif","output/photos/00024-the-wolf-and-hound/001.jpg",""
"25","2026-04-27T04:17:00.704Z","google_maps_ui","Saba Foods Middle Eastern Yemeni Restaurant","Halal restaurant","4.8","0","","Closes soon · 10 p.m. · Opens 12 p.m. Mon","2881 Granville St, Vancouver, BC V6H 3J4","","","","","(604) 358-0566","http://www.sabafoods.ca/","0","0","https://www.google.com/maps/place/Saba+Foods+Middle+Eastern+Yemeni+Restaurant/data=!4m7!3m6!1s0x5485db973ef280ff:0x9867a956228562bf!8m2!3d49.2600643!4d-123.1390416!16s%2Fg%2F11h0bz9sfn!19sChIJ_4DyPpfbhVQRv2KFIlapZ5g","0","","",""
"26","2026-04-27T04:17:10.627Z","google_maps_ui","Cactus Club Cafe","Restaurant","4.3","0","","","575 W Broadway, Vancouver, BC V5Z 1E6","","","","","(778) 909-9964","https://www.cactusclubcafe.com/locations/broadway-ash/","0","0","https://www.google.com/maps/place/Cactus+Club+Cafe/data=!4m7!3m6!1s0x548673dd16423f87:0x20f4af12818e94a4!8m2!3d49.2634083!4d-123.1172433!16s%2Fg%2F1thtp8pd!19sChIJhz9CFt1zhlQRpJSOgRKv9CA","2","https://maps.gstatic.com/tactile/basepage/loader_beige_2x.gif | https://gstatic.com/local/placeinfo/lgbtq_friendly_ic_24dp.png","output/photos/00026-cactus-club-cafe/001.jpg | output/photos/00026-cactus-club-cafe/002.png",""
"27","2026-04-27T04:17:19.801Z","google_maps_ui","Midam Korean Restaurant- Vancouver","Korean restaurant","4.5","0","","Closes soon · 10 p.m. · Opens 11:30 a.m. Mon","3211 W Broadway, Vancouver, BC V6K 2H5","","","","","(604) 714-0233","https://midamkoreanrestaurant.com/","0","0","https://www.google.com/maps/place/Midam+Korean+Restaurant-+Vancouver/data=!4m7!3m6!1s0x548673ccd80cb9d9:0xc5a4e61ec380b208!8m2!3d49.264345!4d-123.1764925!16s%2Fg%2F11h9k2rz_0!19sChIJ2bkM2MxzhlQRCLKAwx7mpMU","1","https://maps.gstatic.com/tactile/basepage/loader_beige_2x.gif","output/photos/00027-midam-korean-restaurant-vancouver/001.jpg",""
"28","2026-04-27T04:17:28.873Z","google_maps_ui","Paul's Omelettery Restaurant","Breakfast restaurant","4.4","0","","","2211 Granville St, Vancouver, BC V6H 3G1","","","","","(604) 737-2857","http://paulsomelettery.com/","0","0","https://www.google.com/maps/place/Paul%27s+Omelettery+Restaurant/data=!4m7!3m6!1s0x548673c7d52f9493:0x5f8a3feb1dbdd90b!8m2!3d49.2659984!4d-123.1387561!16s%2Fg%2F1tgc9666!19sChIJk5Qv1cdzhlQRC9m9Hes_il8","1","https://maps.gstatic.com/tactile/basepage/loader_beige_2x.gif","output/photos/00028-paul-s-omelettery-restaurant/001.jpg",""
"29","2026-04-27T04:17:39.286Z","google_maps_ui","Joon's Kitchen","Korean restaurant","4.5","0","","Closed · Opens 5:30 p.m. Wed","3093 Oak St, Vancouver, BC V6H 2K8","","","","","(236) 996-1635","https://joonskitchen.zomi.menu/","0","0","https://www.google.com/maps/place/Joon%27s+Kitchen/data=!4m7!3m6!1s0x5486737e80b03d29:0xeb6ad6ccb4668f55!8m2!3d49.2580941!4d-123.1271409!16s%2Fg%2F11ghs20x6w!19sChIJKT2wgH5zhlQRVY9mtMzWaus","2","https://maps.gstatic.com/tactile/basepage/loader_beige_2x.gif | https://gstatic.com/local/placeinfo/lgbtq_friendly_ic_24dp.png","output/photos/00029-joon-s-kitchen/001.jpg | output/photos/00029-joon-s-kitchen/002.png",""
"30","2026-04-27T04:17:49.202Z","google_maps_ui","Farmer's Apprentice Restaurant","Pacific Northwest restaurant (Canada)","4.3","0","","Closed · Opens 5 p.m. Mon","1535 W 6th Ave, Vancouver, BC V6J 1R1","","","","","(604) 620-2070","http://www.farmersapprentice.ca/","0","0","https://www.google.com/maps/place/Farmer%27s+Apprentice+Restaurant/data=!4m7!3m6!1s0x548673c87a8a5389:0xce55cc4a8738c91f!8m2!3d49.2663397!4d-123.1396572!16s%2Fg%2F1ptwfftm2!19sChIJiVOKeshzhlQRH8k4h0rMVc4","1","https://gstatic.com/local/placeinfo/lgbtq_friendly_ic_24dp.png","output/photos/00030-farmer-s-apprentice-restaurant/001.png",""
"31","2026-04-27T04:17:59.309Z","google_maps_ui","The Eatery","Sushi restaurant","4.3","0","","Closes soon · 10 p.m. · Opens 4:30 p.m. Mon","3431 W Broadway, Vancouver, BC V6R 2B4","","","","","(604) 738-5298","http://theeatery.ca/","0","0","https://www.google.com/maps/place/The+Eatery/data=!4m7!3m6!1s0x5486725550faafff:0xc9ff618947acba53!8m2!3d49.2644681!4d-123.1807359!16s%2Fm%2F04ykdf1!19sChIJ_6_6UFVyhlQRU7qsR4lh_8k","2","https://maps.gstatic.com/tactile/basepage/loader_beige_2x.gif | https://gstatic.com/local/placeinfo/lgbtq_friendly_ic_24dp.png","output/photos/00031-the-eatery/001.jpg | output/photos/00031-the-eatery/002.png",""
"32","2026-04-27T04:18:09.076Z","google_maps_ui","Baan Wasana Thai Restaurant","Thai restaurant","4.4","0","","Closed · Opens 11 a.m. Tue","2143 W 41st Ave, Vancouver, BC V6M 1Z6","","","","","(778) 371-8971","http://www.baanwasana.com/","0","0","https://www.google.com/maps/place/Baan+Wasana+Thai+Restaurant/data=!4m7!3m6!1s0x5486737a534c55ab:0x76c6151dabb0710!8m2!3d49.234785!4d-123.15673!16s%2Fg%2F1tk6_5lm!19sChIJq1VMU3pzhlQREAe72lFhbAc","1","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF1xD4JX_Ftn6Qjt4mKyjNpA32X_zVzL6_4-DTALvss6GCoEhFfjfuOsdKNttifs_J3zDwyVbenASPEC_mSujV9Gxjor6sggUfcMNhiuDMkytfD0G1wEKm3By1G1T0c-eTlNQN3yOh8FGC5=w662-h298-k-no","output/photos/00032-baan-wasana-thai-restaurant/001.jpg",""
"33","2026-04-27T04:18:18.185Z","google_maps_ui","Chickpea Restaurant","Vegan restaurant","4.4","0","","Open · Closes 11 p.m.","4298 Main St, Vancouver, BC V5V 3P9","","","","","(604) 620-0602","http://www.ilovechickpea.ca/","0","0","https://www.google.com/maps/place/Chickpea+Restaurant/data=!4m7!3m6!1s0x548673f7a416fdef:0xbb0033bf2fe842d9!8m2!3d49.2465917!4d-123.1010316!16s%2Fg%2F11g8p8vw87!19sChIJ7_0WpPdzhlQR2ULoL78zALs","1","https://maps.gstatic.com/tactile/basepage/loader_beige_2x.gif","output/photos/00033-chickpea-restaurant/001.jpg",""
"34","2026-04-27T04:18:28.308Z","google_maps_ui","Gary's","French restaurant","4.6","0","","Closed · Opens 5 p.m. Tue","1485 W 12th Ave, Vancouver, BC V6H 3J3","","","","","(604) 245-3800","https://www.garysrestaurant.ca/","0","0","https://www.google.com/maps/place/Gary%27s/data=!4m7!3m6!1s0x54867398419fc909:0x29a4b2a36439c539!8m2!3d49.2608555!4d-123.1382028!16s%2Fg%2F11sv_b8zjs!19sChIJCcmfQZhzhlQROcU5ZKOypCk","2","https://maps.gstatic.com/tactile/basepage/loader_beige_2x.gif | https://gstatic.com/local/placeinfo/lgbtq_friendly_ic_24dp.png","output/photos/00034-gary-s/001.jpg | output/photos/00034-gary-s/002.png",""
"35","2026-04-27T04:18:37.375Z","google_maps_ui","Banana Leaf Original (Broadway & Oak)","Malaysian restaurant","4.4","0","","","820 W Broadway, Vancouver, BC V5Z 1J8","","","","","(604) 731-6333","https://www.bananaleaf-vancouver.com/broadway","0","0","https://www.google.com/maps/place/Banana+Leaf+Original+%28Broadway+%26+Oak%29/data=!4m7!3m6!1s0x548673c318eb1877:0xfb761f1580182d13!8m2!3d49.2631683!4d-123.1224731!16s%2Fg%2F1tf5kbf8!19sChIJdxjrGMNzhlQREy0YgBUfdvs","1","https://maps.gstatic.com/tactile/basepage/loader_beige_2x.gif","output/photos/00035-banana-leaf-original-broadway-oak/001.jpg",""
"36","2026-04-27T04:18:47.057Z","google_maps_ui","Café Salade de Fruits","French restaurant","4.6","0","","Closed · Opens 11 a.m. Tue","1545 W 7th Ave, Vancouver, BC V6J 1S2","","","","","(604) 714-5987","https://www.cafesaladedefruits.ca/","0","0","https://www.google.com/maps/place/Caf%C3%A9+Salade+de+Fruits/data=!4m7!3m6!1s0x548673c7dc2a6bbb:0x5b760e0fd9c9b03f!8m2!3d49.2654832!4d-123.1399817!16s%2Fg%2F1tlwfbct!19sChIJu2sq3MdzhlQRP7DJ2Q8Odls","2","https://maps.gstatic.com/tactile/basepage/loader_beige_2x.gif | https://gstatic.com/local/placeinfo/lgbtq_friendly_ic_24dp.png","output/photos/00036-caf-salade-de-fruits/001.jpg | output/photos/00036-caf-salade-de-fruits/002.png",""
"37","2026-04-27T04:18:57.434Z","google_maps_ui","Kangsan","Korean restaurant","4.8","0","","Closes soon · 9:30 p.m. · Opens 11 a.m. Mon","3916 Main St, Vancouver, BC V5V 3P2","","","","","(778) 379-6770","","0","0","https://www.google.com/maps/place/Kangsan/data=!4m7!3m6!1s0x548673007814e375:0xbb9c2375422b5ad9!8m2!3d49.2500326!4d-123.1008391!16s%2Fg%2F11z3p86bj5!19sChIJdeMUeABzhlQR2VorQnUjnLs","2","https://maps.gstatic.com/tactile/basepage/loader_beige_2x.gif | https://lh3.googleusercontent.com/gps-cs-s/APNQkAGEYGee1q5OsvIgHmtog_XzFWqUH7l9RuDixM16f2mtVfN3enHt7B0CRbEpTznclpIwHHCPp5KidXoMDfAefKFUJko5qXcEIslJ8pzh1Oq3TeKbQZOBSys9Aqs6loLS6n-pzEkoWYz_9iBy=w662-h298-k-no","output/photos/00037-kangsan/001.jpg | output/photos/00037-kangsan/002.jpg",""
"38","2026-04-27T04:19:06.497Z","google_maps_ui","Cambie Vietnamese Restaurant","Vietnamese restaurant","4.5","0","","Closes soon · 10 p.m. · Opens 11 a.m. Mon","4136 Main St, Vancouver, BC V5V 3P7","","","","","(604) 872-3455","https://www.cambievietnameserestaurant.com/","0","0","https://www.google.com/maps/place/Cambie+Vietnamese+Restaurant/data=!4m7!3m6!1s0x548673f767783719:0x32d3593e9c48b249!8m2!3d49.2482993!4d-123.1007904!16s%2Fg%2F1vkxlz3n!19sChIJGTd4Z_dzhlQRSbJInD5Z0zI","1","https://maps.gstatic.com/tactile/basepage/loader_beige_2x.gif","output/photos/00038-cambie-vietnamese-restaurant/001.jpg",""
